commit_hash,commit_size,files_changed,test_coverage,past_failures,dependency_changes,author_experience,time_of_commit,build_time,build_outcome
abc000396,100,1,50.76287375099652,3,0,138,18,198.0984328668434,0
abc000397,20,1,35.403127115852755,3,0,103,18,255.95627679225382,0
abc000398,100,3,41.89209512533401,1,1,7,18,203.06050876784883,1
abc000399,100,3,38.886108962848084,3,1,164,18,396.4648412344804,1
abc000400,10,2,38.62986455092628,3,1,163,18,250.86707645887415,0
abc000401,200,1,66.29931820660138,3,0,167,6,95.07103600301757,0
abc000402,20,2,47.20932097453802,2,0,164,18,47.1855120047469,0
abc000403,100,2,55.069780157040114,0,0,109,6,279.516038206568,0
abc000404,20,3,99.26537333690257,4,0,20,0,201.52137781365425,0
abc000405,100,3,77.90199742477412,1,0,49,0,30.269710429685407,0
abc000406,20,2,96.42864669329009,2,0,96,12,151.06438402193913,0
abc000407,10,1,39.978958852318094,2,0,59,6,216.94365260993453,0
abc000408,200,25,56.74976323827985,1,0,177,12,526.1540187970553,0
abc000409,10,2,68.83122622976481,2,0,90,0,23.745774331970814,0
abc000410,20,3,35.37306433221166,6,0,26,0,128.54122271255864,0
abc000411,200,1,30.29312105395705,0,0,36,0,518.8993865028301,0
abc000412,200,2,76.93040336578423,4,0,171,0,313.5987542466227,0
abc000413,50,1,74.92736617610048,2,0,126,18,102.72948269545353,0
abc000414,50,3,58.75521669997282,1,0,43,0,559.9483740877295,0
abc000415,20,25,64.27508532224229,2,0,99,18,203.94704924158944,0
abc000416,10,2,59.08101004144628,4,0,33,18,206.9569151390855,0
abc000417,20,1,31.68035313914222,1,0,100,12,1126.3435029377788,0
abc000418,50,1,53.47601243522237,2,1,97,18,881.8991877698163,1
abc000419,100,2,42.39575787781029,2,0,173,12,133.19911337385932,0
abc000420,100,1,36.88969323709581,5,0,45,18,45.44895659881378,1
abc000421,100,1,96.97043037225448,1,0,88,18,118.2092483342153,0
abc000422,10,5,71.95518075295159,0,0,143,0,9.28726144121732,0
abc000423,20,2,81.00593989656218,2,0,95,6,6.295971698155326,0
abc000424,10,2,52.07546202862822,1,0,17,18,151.0170686120499,0
abc000425,20,10,57.52029906458107,0,0,140,6,849.16616083466,0
abc000426,20,1,46.58467957277064,1,0,22,6,615.2150416449299,0
abc000427,100,25,36.78759696757973,1,0,151,6,214.88963719078617,0
abc000428,20,2,42.532214620910864,2,0,90,18,249.87893995253413,0
abc000429,10,10,85.825983170754,2,0,78,6,1.7853509644637087,0
abc000430,10,3,77.4282063628643,2,0,140,18,72.8130540444805,0
abc000431,100,5,68.28502131898338,0,0,114,0,7.525851039517647,0
abc000432,50,25,63.256291100673764,3,0,68,18,421.3858122069862,1
abc000433,10,2,94.57039985592871,1,0,110,12,47.222823729308665,0
abc000434,10,25,35.091446344506785,1,0,179,0,609.8752743990703,0
abc000435,50,2,49.64205692665412,3,0,125,6,309.2785055263734,0
abc000436,10,2,54.49564974994998,1,0,141,6,78.18302502406344,1
abc000437,100,2,84.76980685489515,0,0,57,12,51.49294647303644,0
abc000438,50,3,99.47602341133799,1,0,55,0,296.3559194365091,0
abc000439,10,1,46.846936033000716,2,0,82,12,693.2970357891054,0
abc000440,10,3,91.20151338959565,2,0,107,6,380.1379189847754,0
abc000441,500,3,88.14359323022539,1,1,156,18,128.56484742988425,0
abc000442,20,5,45.72601783492367,1,0,102,6,265.571075918493,0
abc000443,20,5,57.95328061394558,4,0,172,12,111.65045924431696,0
abc000444,100,2,58.677100850476336,3,0,147,18,2120.9293998457783,0
abc000445,200,2,98.47544679685909,0,0,174,18,414.4985584744307,0
abc000446,500,2,42.66243309652288,1,1,111,6,285.8721307921748,1
abc000447,100,1,85.94105797733474,3,0,107,18,165.10867028110718,0
abc000448,20,1,53.39348999211769,3,0,102,0,288.82002463942644,0
abc000449,10,2,81.16092420433122,1,0,3,6,125.39010783927779,0
abc000450,100,2,59.4007703006964,2,0,148,6,8.786886934580394,0
abc000451,50,25,70.4851834181578,3,0,25,0,150.8019448804974,0
abc000452,20,3,88.28282413282918,1,0,75,6,799.8457761654032,1
abc000453,200,2,86.29158954887188,0,0,184,12,295.29146161432453,0
abc000454,10,3,90.64962284777901,2,0,61,12,26.307166915310354,0
abc000455,20,1,34.17321277412613,3,1,123,6,648.830284939653,1
abc000456,10,2,78.44353871278213,2,0,55,0,93.95118874651385,1
abc000457,20,3,39.7991163705234,3,0,163,18,83.82271378393568,1
abc000458,10,2,59.10729976128877,0,1,187,0,105.75833891099197,0
abc000459,10,2,68.40118905382819,2,0,39,12,258.25839415513803,1
abc000460,10,50,58.19176393227815,4,1,185,6,236.03177578463965,1
abc000461,50,10,66.37281730621052,4,0,83,0,202.83614113418247,0
abc000462,50,3,99.75684161590334,2,0,195,18,379.26216816612805,0
abc000463,50,3,39.46521195989983,2,0,34,18,114.17514823963492,0
abc000464,200,3,77.28192317354979,1,0,113,18,457.0668691550113,0
abc000465,20,1,57.720067646993066,1,0,169,18,57.828564560864635,0
abc000466,10,2,39.31068592351301,0,0,150,0,457.83358043900523,0
abc000467,100,1,41.11157343620167,2,0,27,18,327.02373471533286,0
abc000468,10,2,96.44911743719318,0,0,149,12,344.85325470552067,0
abc000469,200,3,91.57210476982334,1,0,169,18,197.07547214032564,0
abc000470,10,1,93.49293722905153,3,0,31,12,329.88521749725743,0
abc000471,200,25,99.40729430791706,0,1,155,0,24.94830951065741,0
abc000472,10,10,44.582077300596254,2,0,165,12,572.2543807656681,0
abc000473,100,5,54.88075361548432,1,0,194,0,17.144880683236366,0
abc000474,20,3,76.84533209474067,2,0,182,18,48.31183435467383,0
abc000475,500,10,63.86617779024531,0,1,137,6,257.9658241313931,1
abc000476,10,1,59.287267336483346,2,1,83,12,403.44377197944965,1
abc000477,50,5,55.04678745349152,1,0,170,12,23.794650058432858,0
abc000478,200,1,71.56464423604166,3,1,164,6,760.6004438059231,1
abc000479,20,5,70.29154000480574,3,0,10,0,1090.4043114324356,0
abc000480,50,2,41.30204838449681,2,1,187,0,279.38337396981706,0
abc000481,50,10,63.021788626290736,2,0,40,18,196.89617741273213,0
abc000482,20,10,68.7430243346895,2,0,54,12,405.73601122791223,0
abc000483,50,1,69.92008571119733,0,0,167,0,119.40865625925632,0
abc000484,50,2,44.70750350386463,2,0,135,18,203.92979332086634,0
abc000485,200,25,81.95899745766008,2,0,4,0,743.6214109909364,0
abc000486,10,2,31.763936637474874,1,0,143,6,934.72947167714,1
abc000487,10,10,54.83822988802139,3,1,176,6,785.4729244647494,0
abc000488,200,3,84.61488539749435,1,0,6,6,91.3256326713664,0
abc000489,100,2,69.47250447387816,1,0,73,18,79.37293855637171,1
abc000490,20,2,48.28137027576022,2,0,163,12,106.00322320145577,0
abc000491,50,1,78.64671835401333,1,0,199,6,174.64875373146936,0
abc000492,10,5,69.71736609092514,1,0,196,6,113.13651690303949,0
abc000493,10,2,85.7370526619471,0,0,58,0,140.62346849001534,0
abc000494,20,3,81.45176303328763,3,0,77,6,290.77848672932316,0
abc000495,20,2,72.70755454253643,2,0,19,12,431.30873262962643,0
abc000496,50,3,64.17243727175699,2,0,62,18,399.04022494586314,1
abc000497,10,10,39.32274879672664,4,1,71,6,505.28653334686646,1
abc000498,500,25,48.29331125197686,1,0,138,18,9.814112712690122,1
abc000499,500,2,59.33696310419597,3,1,25,18,14.673195177096956,1
abc000500,50,5,71.95095009044721,2,0,172,12,467.3141322432312,0
abc000501,20,5,65.95954986507134,2,0,127,0,228.47844599399593,0
abc000502,20,3,50.172916817167064,1,1,58,0,258.9250112000522,0
abc000503,100,25,30.45250504527974,3,0,153,18,16.206005783178288,0
abc000504,50,1,64.73674553305698,1,0,120,6,88.43770768864105,0
abc000505,10,1,49.99381919935702,2,0,111,18,305.12708676461864,0
abc000506,200,10,81.42258104973746,1,0,168,0,588.0858666468528,0
abc000507,100,2,31.676238568933844,3,0,76,6,746.6143971691974,0
abc000508,200,5,70.93794679140535,3,0,70,0,208.19595731418042,0
abc000509,50,10,95.90319662542458,1,1,138,12,236.5502019978893,1
abc000510,50,1,42.20864869780497,2,0,66,0,537.0176108296711,0
abc000511,20,10,63.01546435254168,0,0,120,6,231.41344960426656,0
abc000512,200,2,36.39953942719967,2,0,153,6,218.23372812853293,0
abc000513,100,3,73.79773385829469,2,0,199,18,706.4290160664596,0
abc000514,10,3,68.5372176417358,0,1,87,6,468.09822709490874,0
abc000515,10,10,58.51558669489826,3,0,139,12,719.3079249642906,0
abc000516,20,1,66.49639150316189,4,0,122,0,73.86495455470208,1
abc000517,100,2,92.76022609283072,0,1,164,18,222.93797206739967,0
abc000518,500,3,43.74060116177469,3,0,49,18,554.4458625180727,1
abc000519,10,5,31.579515819374308,1,0,48,6,35.347302722997966,0
abc000520,50,3,90.31654192893707,2,0,115,12,474.92958855512916,1
abc000521,20,1,70.39819576715345,3,0,87,18,60.62508186396832,0
abc000522,200,2,92.34609188232898,2,0,7,12,495.26358415876655,1
abc000523,100,2,71.78616563892209,0,0,77,12,284.02570672363913,0
abc000524,100,5,86.71127629717918,0,0,179,0,64.41722522003566,0
abc000525,20,2,60.07713543486035,1,0,145,0,192.36810702726928,1
abc000526,20,1,82.49019519017881,4,0,160,0,343.6217165950477,0
abc000527,10,25,93.91290268228991,1,0,154,12,301.41603485123017,0
abc000528,10,1,70.04860746055444,0,0,121,0,167.19031871589544,0
abc000529,100,50,42.65496053936657,2,1,124,18,688.8811086449958,1
abc000530,100,3,48.815833052113874,0,0,150,18,219.73073944601913,0
abc000531,500,5,43.9051203828184,3,0,141,6,211.48535142230912,0
abc000532,500,2,47.2799919317013,3,0,125,12,19.281755737038583,1
abc000533,50,1,51.44908145457255,2,0,12,0,765.777331078929,1
abc000534,100,5,68.8593650727232,4,0,71,18,58.48221812134009,0
abc000535,200,5,71.1594140624683,0,0,1,12,225.45205286623624,0
abc000536,100,5,59.85498230693028,4,0,161,12,488.2310803039037,0
abc000537,10,1,73.07945458745849,1,0,119,0,72.7947452537847,0
abc000538,20,5,35.71024479279561,2,0,142,12,224.8348195876313,0
abc000539,10,5,36.145176594071195,1,0,111,0,82.60153451094727,0
abc000540,200,3,42.028062225036095,1,0,64,0,427.75389599298177,0
abc000541,50,5,66.26542486282413,4,0,43,0,249.268751119235,0
abc000542,10,5,44.97962750888195,0,0,186,12,581.3323071932004,0
abc000543,50,3,49.829908244480414,0,0,41,12,674.8782802689212,0
abc000544,50,1,58.02189853210959,3,0,196,0,313.86301031200287,0
abc000545,20,2,86.83062868072659,1,0,115,12,387.7223722914987,0
abc000546,10,1,30.97034951390021,2,0,39,0,239.0328254879286,1
abc000547,50,2,75.45651741656357,1,0,1,6,145.5613659015008,0
abc000548,20,2,76.82135717284797,2,1,41,12,313.3377504281602,1
abc000549,100,1,85.90590462496456,3,0,173,12,716.7326535352239,0
abc000550,20,2,95.29270573422193,3,0,88,6,161.70600309602153,0
abc000551,100,1,31.409649426450287,1,0,98,6,113.24266081139773,0
abc000552,50,5,40.764859385925135,1,0,88,6,147.5211610014359,0
abc000553,50,10,92.03199058391951,1,0,79,0,171.49006976528187,1
abc000554,100,1,62.09629935309108,2,0,141,0,22.9221317647581,1
abc000555,20,25,69.52134472534244,2,0,71,18,207.0107121263779,0
abc000556,10,3,76.41190426062032,4,0,137,6,204.55195385979258,0
abc000557,10,2,77.53466231469461,4,0,191,18,266.34292855193337,0
abc000558,100,1,95.22182823215557,4,0,99,0,135.21094097415954,1
abc000559,50,3,99.78645921881687,2,0,151,12,284.8825951001131,0
abc000560,50,5,80.41102226516583,2,0,182,6,631.6526528911073,0
abc000561,10,5,50.10548464436056,0,0,175,12,933.4843209656136,0
abc000562,10,1,91.58266816060404,2,1,167,0,262.8414840558615,0
abc000563,10,1,33.44546401785331,1,0,87,6,13.057366059295886,0
abc000564,20,2,46.175659701214734,2,0,154,18,1044.423004485982,0
abc000565,50,2,92.81700022246004,2,0,1,18,367.1119323147874,0
abc000566,20,1,47.93340601075485,1,0,142,0,122.82551545502426,1
abc000567,20,2,45.445574173522395,5,0,112,12,47.75418798520626,0
abc000568,200,5,39.66877051981731,1,0,74,0,46.441782622100305,0
abc000569,20,10,90.13782303528416,3,0,65,12,55.08470435379989,0
abc000570,20,2,65.00407814337606,2,0,69,0,13.993085203467233,0
abc000571,100,10,77.24252421379083,3,0,67,18,697.3087178799788,0
abc000572,20,2,46.734646885252076,4,1,177,12,233.46007709597555,1
abc000573,50,2,83.06282947078515,1,0,50,0,361.1512567569167,0
abc000574,100,1,83.2003881473469,0,1,58,6,528.2675607265588,1
abc000575,200,3,51.88186174358101,4,0,53,18,470.40387904406276,1
abc000576,10,25,58.7477843107198,3,1,91,18,642.6648825076363,1
abc000577,200,3,44.67831942011406,1,0,115,6,1025.6980417988816,0
abc000578,20,2,98.3592716326033,2,1,118,0,173.44807630871804,0
abc000579,10,3,75.19218039408881,4,0,57,12,900.7392647046419,1
abc000580,20,1,95.41807165008609,3,0,86,18,385.4355197804324,1
abc000581,500,10,51.23698805403932,1,0,18,0,21.986830581162987,0
abc000582,20,3,84.73236390978228,0,0,16,6,343.5066359694124,0
abc000583,20,2,83.61010507193194,4,0,130,12,348.19417711389855,0
abc000584,50,3,78.4158956306579,1,1,13,0,708.8934695700951,1
abc000585,10,3,97.59472826867604,1,0,173,0,140.01015075972882,1
abc000586,10,1,57.54887352744208,3,0,80,18,263.7790587388275,0
abc000587,10,3,39.15021265128301,3,0,43,18,3.678728463996051,1
abc000588,10,1,77.01962014708425,2,0,54,12,121.07392493569164,0
abc000589,10,5,81.05168603340442,0,0,159,0,19.279559918791072,1
abc000590,10,5,70.25424014211703,3,0,137,6,221.36365033244476,0
abc000591,50,5,44.47725251933774,1,0,73,6,510.2154901664852,1
abc000592,10,3,65.31191591685487,1,0,48,12,69.36885599521372,0
abc000593,20,3,51.85328155983906,2,0,18,0,224.8778305576028,1
abc000594,100,1,59.92265697166823,1,0,11,18,68.45008292535385,0
abc000595,20,5,75.16530030912648,1,0,190,0,38.5848082591483,0
abc000596,50,2,82.16503198835841,2,0,84,18,214.61586872019524,0
abc000597,10,2,46.25572836309402,1,0,19,6,24.736987457278044,0
abc000598,10,2,58.37277524528673,3,0,100,12,265.5500177779637,0
abc000599,10,1,48.84130996941404,1,0,116,12,9.551695313736928,0
abc000600,10,3,43.90421297033084,1,0,90,12,33.85487057829857,0
abc000601,10,1,84.83710539970869,4,0,74,18,239.55063252825357,0
abc000602,10,5,93.64768861058947,1,0,24,6,268.5110216860147,0
abc000603,10,2,55.91625299792037,3,0,13,6,8.8246051583413,0
abc000604,10,1,82.58952470616367,1,0,125,12,255.55621884059462,0
abc000605,20,3,92.78967025550878,0,0,116,12,546.9797319361641,0
abc000606,10,1,89.2286947371162,3,0,174,18,384.38164228072804,0
abc000607,20,2,42.79693719774581,1,0,181,18,42.18755531107757,0
abc000608,20,5,96.9404317059353,0,0,157,0,269.2956401005948,1
abc000609,50,1,56.36735083006237,3,1,164,18,334.6535353076757,1
abc000610,10,5,53.74684628216855,1,0,71,0,11.382594270704637,0
abc000611,100,1,34.370192909444626,1,0,126,12,580.0266392228738,1
abc000612,50,1,64.03215578734181,4,0,145,6,710.1927607330753,0
abc000613,10,5,37.630953094865006,2,0,176,18,570.041908612251,0
abc000614,100,2,47.397787464919816,3,0,152,6,522.2596866440712,0
abc000615,200,1,52.185983523709695,2,0,182,18,409.906579953555,0
abc000616,10,2,86.61784264441789,1,1,119,18,301.07139639652036,0
abc000617,10,2,91.28420552771276,0,0,91,0,340.54585565897094,0
abc000618,100,5,51.172642222302876,2,0,85,18,492.5810379446791,0
abc000619,50,2,90.10886848712018,0,0,108,12,325.8555602584885,0
abc000620,10,5,90.00616561588538,3,0,127,6,119.12721195634542,0
abc000621,10,10,83.52556652694115,1,0,121,18,141.4627728826959,0
abc000622,20,2,40.26865798106271,0,0,129,6,682.0753175471987,0
abc000623,20,10,78.32259928305103,1,0,195,6,5.18110910902939,1
abc000624,50,2,96.15168452063982,1,0,6,6,360.0147348646096,1
abc000625,20,25,77.777833513701,4,1,78,18,928.8485062985951,1
abc000626,20,1,53.213179437548376,3,0,183,0,367.48557037449257,0
abc000627,50,3,65.04055222015819,3,0,38,6,1530.4301176217716,0
abc000628,10,2,75.20075303457375,1,0,161,6,348.9883553465525,0
abc000629,10,2,65.73992861099525,2,0,116,18,10.490196613603658,0
abc000630,50,3,38.396705921167886,3,1,102,18,526.3562416386327,1
abc000631,100,5,51.844483125641446,3,0,8,12,100.48657935614041,0
abc000632,20,1,86.16772213875427,4,0,78,12,177.20816789801145,0
abc000633,20,1,90.29926322668622,0,0,112,0,112.23001460281473,0
abc000634,10,5,39.611002290089914,0,0,148,0,93.81960821036365,1
abc000635,20,3,96.66707266791072,3,0,55,0,169.37643326744987,1
abc000636,20,25,53.017583249402655,2,0,48,0,142.80720992041765,0
abc000637,10,5,76.3619617111504,1,1,184,6,300.9949269247157,1
abc000638,10,25,82.62776021696769,1,0,88,18,503.2366651860581,1
abc000639,20,5,86.83623642465184,1,0,10,12,105.7573506226802,0
abc000640,10,2,96.20247915581511,3,0,52,6,72.13313461979763,1
abc000641,20,1,51.90436836201758,1,0,178,18,329.78950096685463,0
abc000642,10,5,90.09545181860881,0,0,34,18,332.8898974897326,1
abc000643,20,3,39.21808324053449,1,0,164,6,694.1885872959716,0
abc000644,10,1,79.35286344475149,5,0,61,6,4.822256027812586,0
abc000645,100,2,81.93844106597902,1,0,144,12,575.2798030515979,1
abc000646,50,25,77.44062688409244,0,0,79,0,220.81776540244317,0
abc000647,50,3,47.662031529460705,3,0,18,0,291.30493823514564,0
abc000648,100,2,91.11302029106423,2,1,71,12,28.7456681384713,1
abc000649,20,2,41.82009243592765,1,0,175,12,170.01512250665252,0
abc000650,10,1,33.75443540645816,1,0,86,0,77.36025582217795,0
abc000651,20,2,80.22254934283384,4,0,32,6,87.99941195631776,1
abc000652,50,2,63.28330006629136,1,0,43,0,210.41134023177165,1
abc000653,50,1,89.43686139710732,2,0,83,18,502.12245899408396,0
abc000654,20,5,56.83779987407813,2,0,168,18,408.5167376457089,0
abc000655,10,2,41.77950119553989,1,1,193,12,268.2120068714993,1
abc000656,10,5,88.55095347289088,4,0,163,0,232.57943709618502,0
abc000657,20,10,68.42367421480502,1,1,69,0,167.2211435459259,0
abc000658,50,1,43.243705467324844,0,0,50,18,1080.37019263803,1
abc000659,50,3,80.4268799010512,2,0,12,0,246.42548133433687,0
abc000660,20,2,65.77795469426503,0,0,85,12,87.89539119475322,0
abc000661,500,10,72.30190875682239,3,0,123,12,78.44480484805632,1
abc000662,50,1,62.26288367446073,0,0,58,18,283.52516446453143,0
abc000663,10,3,88.00962886726045,5,0,83,0,221.9631826448535,0
abc000664,10,3,88.06939009781348,3,0,191,0,2.3182751911748345,0
abc000665,10,2,79.65721752770703,1,0,177,18,531.702437464605,0
abc000666,10,1,37.37809641775236,2,0,112,6,365.34278070233233,0
abc000667,10,3,88.71977033328483,2,0,128,6,325.2613352625301,0
abc000668,10,5,76.9709086373037,2,0,36,0,21.378129254369018,0
abc000669,10,2,78.79169162030097,1,0,54,12,134.85136167733938,0
abc000670,10,3,55.40879882827102,4,0,47,6,821.7798912690178,1
abc000671,100,2,91.54956893099046,1,0,115,0,595.4341801567527,0
abc000672,10,5,80.77601201644002,4,0,160,6,100.86971352205238,0
abc000673,20,1,37.881332657043615,0,0,124,18,51.25745222140862,0
abc000674,20,10,58.544462408431386,2,1,181,6,178.85403433699287,0
abc000675,500,2,92.04662533720992,2,1,160,6,131.9379601188226,1
abc000676,10,2,33.30376911881653,1,1,190,18,343.9248078420718,1
abc000677,20,1,97.29916337494346,4,0,165,12,1018.2797290383406,0
abc000678,200,1,77.5413797823694,2,0,96,0,135.29636990409654,0
abc000679,100,3,74.19631843503636,4,0,107,12,19.2733045718864,0
abc000680,100,2,48.939147954159395,2,0,120,12,683.7016127860016,0
abc000681,10,5,47.415425211742395,3,1,101,6,11.606572264137059,1
abc000682,10,1,95.94407536420168,3,0,103,0,915.7917388029587,0
abc000683,50,2,50.87907179638859,1,0,166,6,327.71102873471773,0
abc000684,200,2,84.28537077032996,0,0,158,18,852.5904296530881,0
abc000685,50,1,57.51852587449554,1,0,186,12,66.81547502364775,0
abc000686,50,1,39.74778495492928,2,0,32,12,12.465364117603814,0
abc000687,10,2,30.750070838675125,2,0,66,18,200.95225556507265,0
abc000688,100,2,68.09801359106756,4,1,179,0,179.6913374003038,1
abc000689,10,2,98.30451729842528,1,1,11,12,120.81219725240226,0
abc000690,20,3,55.83953356664431,3,0,187,12,948.5819243095726,0
abc000691,20,3,55.003463379513136,4,0,148,0,518.7769535560316,0
abc000692,20,1,54.086413249460946,4,0,37,6,325.042057301584,0
abc000693,10,2,66.4380686113401,1,0,102,18,53.32857531928511,1
abc000694,10,25,60.84654183970055,2,1,49,0,397.64265908401444,1
abc000695,50,3,91.59402387089102,3,0,19,18,389.4987319345755,1
abc000696,10,3,65.38645542064432,0,0,183,18,166.051142407308,0
abc000697,50,2,65.54304867319982,1,0,168,12,776.2250084261331,0
abc000698,10,5,39.68601163043896,2,0,7,0,54.80852556654755,0
abc000699,20,5,98.79176786372702,3,0,133,18,93.32106146272962,0
abc000700,20,3,47.49810236081808,2,0,42,6,19.593434490851028,1
abc000701,10,25,35.13548472217219,1,0,88,18,476.0842556812098,0
abc000702,20,1,76.42023742826461,1,0,176,12,291.66742234501095,0
abc000703,10,1,71.67564591098109,0,0,135,6,113.47478985778179,0
abc000704,10,5,59.060195779492204,2,0,11,6,53.67114008891902,0
abc000705,500,5,59.553456371647464,2,0,177,0,12.292780044456084,0
abc000706,20,1,84.95447447325019,1,0,158,6,54.724873088320585,0
abc000707,100,2,43.69988480697543,2,0,41,0,181.14809676608849,0
abc000708,10,1,87.41773232614227,3,0,3,0,85.17752922294797,0
abc000709,50,2,75.41229797265127,2,0,40,6,89.91918057800044,0
abc000710,100,5,59.32788416456671,2,1,51,0,625.2189414496042,1
abc000711,50,3,62.0620031608708,3,0,32,0,217.1670873443158,0
abc000712,20,2,47.9653045030267,2,0,48,6,391.97000423014975,0
abc000713,20,2,82.64800328878823,2,0,71,12,10.909255172925208,1
abc000714,20,1,65.90123196136875,1,0,199,18,136.31626986628484,0
abc000715,200,2,52.45981799248905,4,0,148,0,195.6990999156553,0
abc000716,100,3,71.72350810326651,5,1,89,0,61.89214538671819,1
abc000717,200,25,99.7014116435926,1,0,109,6,38.41531678049608,0
abc000718,10,5,60.46835957595877,1,0,35,18,612.7680962089835,1
abc000719,50,1,94.44839805450337,4,0,108,18,841.1947264440921,0
abc000720,200,10,54.15117879471963,2,0,152,0,24.625614618679776,0
abc000721,10,5,33.831289484749014,4,0,40,6,128.7823144474564,0
abc000722,10,5,44.296947445790025,3,0,52,12,953.0728682224683,0
abc000723,50,2,59.308660032937894,2,0,112,18,26.047258287082542,1
abc000724,50,2,45.37444500161983,2,0,39,12,309.5453026926719,0
abc000725,100,2,30.015892675277886,0,0,68,6,1075.0464881213593,0
abc000726,10,1,94.0501076423269,2,0,189,12,1148.0794841232746,0
abc000727,100,1,89.07155878616504,0,0,76,6,191.15673356594937,0
abc000728,10,1,81.9604562040863,4,0,65,0,53.28945049674442,0
abc000729,10,2,41.747021695222,3,0,62,12,67.72570349429357,0
abc000730,10,5,38.42545033469902,3,0,2,0,661.0973346645953,1
abc000731,100,2,34.73233246306682,0,0,134,0,728.0468140339518,0
abc000732,50,1,80.68204321410448,4,0,122,6,280.85593661436513,0
abc000733,20,25,95.01655724815197,2,0,75,12,435.95648753883864,1
abc000734,20,10,60.13750746391259,1,0,171,18,404.0427796491682,0
abc000735,100,5,38.339847039723374,1,0,40,12,325.2545118435088,1
abc000736,20,50,65.86749745124746,3,0,89,18,526.8197587499675,1
abc000737,100,3,54.41823352210411,2,0,167,0,346.9423022512248,1
abc000738,20,25,56.23774470449984,1,0,28,0,229.07237784742182,1
abc000739,20,1,73.4931436908995,2,0,80,6,81.13201723301131,0
abc000740,20,2,80.31026792835416,1,0,63,18,408.64229786853616,0
abc000741,20,1,37.74225192112126,2,0,192,12,192.41578337006064,0
abc000742,50,1,32.491316156453344,3,0,140,6,104.77861084178421,0
abc000743,20,1,99.60312118800005,2,0,41,6,485.7650851364067,0
abc000744,10,3,46.29098442408863,1,0,29,6,357.92331196478284,0
abc000745,100,5,33.76813674359214,0,0,23,12,831.007506397895,0
abc000746,20,3,43.2912730367144,0,0,80,6,54.25578127676134,0
abc000747,20,1,32.7270492443925,1,0,51,12,314.2525420333823,0
abc000748,200,5,57.426762623202016,2,0,112,6,84.00921291330154,0
abc000749,50,3,86.1681249115927,2,0,105,18,701.7217775759387,0
abc000750,10,2,53.88711148304044,2,0,45,0,31.441339170517345,0
abc000751,200,3,61.09283848148566,1,0,90,18,320.27522995157517,1
abc000752,50,2,77.29107414972071,1,1,150,18,469.74937860120315,0
abc000753,20,2,65.62258490489161,2,0,138,6,131.5132773056677,0
abc000754,10,10,90.3011980214927,0,0,135,18,924.6360367327817,1
abc000755,100,2,90.62249725320297,1,0,89,18,570.600935572217,0
abc000756,50,2,30.693748684380754,3,0,15,18,104.70486113925917,0
abc000757,20,10,84.46324145382394,0,0,77,6,2.2709011554690957,0
abc000758,100,5,62.251352016917174,0,0,106,12,105.57325428005095,0
abc000759,100,1,99.21883789125641,1,0,174,0,99.0977469716403,1
abc000760,10,1,63.82624531128046,1,0,90,0,662.0859644845239,0
abc000761,20,1,99.08271617718083,0,0,87,12,1024.4779633303954,1
abc000762,10,3,82.81985528440157,2,0,61,12,21.913172393187,0
abc000763,50,2,47.40234192293144,2,0,108,18,191.1973002935885,1
abc000764,10,1,67.68764855008703,2,0,61,0,238.4423637168682,0
abc000765,50,25,99.4494947635008,0,1,51,12,29.254631118103934,1
abc000766,100,3,90.02714254263466,3,0,166,18,142.20239116490418,0
abc000767,100,1,36.81568256538548,0,0,12,0,114.41432891241918,1
abc000768,20,3,79.44603977669973,2,0,77,6,230.39765622691993,0
abc000769,100,3,54.190571010956916,3,0,112,6,324.69553688088797,1
abc000770,10,1,30.488758331624368,4,0,66,0,364.697353276708,0
abc000771,100,2,58.24366783188997,2,0,182,0,44.117028644368155,0
abc000772,10,5,46.432809520747995,2,1,167,6,502.9101097446672,1
abc000773,20,2,87.32084893643301,1,0,167,6,340.4665422444791,0
abc000774,100,3,53.613142619203586,4,0,115,0,659.6700693542318,1
abc000775,10,2,87.9266585767672,3,0,30,18,178.98916923905594,1
abc000776,10,1,30.04185571843567,3,0,105,12,672.9830252849339,0
abc000777,50,1,51.547340501828344,2,0,176,12,602.4693732277052,0
abc000778,50,2,46.881565001543336,1,0,31,0,173.09461315723468,0
abc000779,50,1,46.34971527480277,3,0,153,12,143.9644680699872,0
abc000780,50,1,34.77306338358239,1,0,196,6,810.0782524916615,1
abc000781,20,5,43.09869892873512,0,0,179,6,376.7532845260301,1
abc000782,10,25,68.8884698919934,3,0,13,12,790.3507705319046,0
abc000783,20,5,50.39527509864212,2,0,191,0,478.32751972955634,0
abc000784,10,10,59.21763476304036,3,0,128,6,281.94261683610273,0
abc000785,200,1,56.38068162430319,3,0,170,18,36.939506508030895,1
abc000786,50,25,91.31334474999262,0,0,182,18,103.37338226143898,1
abc000787,20,1,93.37092993073608,3,0,101,6,1040.6091931772855,0
abc000788,20,25,64.5069880159102,2,0,67,6,115.44389607062311,1
abc000789,200,50,53.11091652209231,2,1,80,12,29.368161428019693,1
abc000790,10,5,37.476049280165455,3,1,184,0,368.8419127046873,1
abc000791,50,25,96.73820155674665,1,0,103,12,397.2824894560441,1
abc000792,20,3,34.215886143020825,1,1,19,0,100.83393285512481,1
abc000793,50,2,50.83551942977963,2,0,174,18,106.00641546077391,0
